Item Type,Order ID,Units Sold,Total Cost,Total Profit
Clothes,189707124,7408,265502.72,544043.52
Office Supplies,101823794,778,408418.88,98222.50
Office Supplies,698127782,379,198959.84,47848.75
Snacks,259917914,4342,423084.48,239417.88
Fruits,288805520,2826,19555.92,6810.66
Personal Care,556714427,3025,171426.75,75806.50
Vegetables,455880963,4163,378541.59,262810.19
Fruits,348853957,2493,17251.56,6008.13
Personal Care,218494737,6303,357191.01,157953.18
Baby Food,117977130,909,144912.78,87136.74
Household,620787465,3661,1839798.94,606737.53
Baby Food,570724570,8938,1424895.96,856796.68
Baby Food,231899774,3151,502332.42,302054.86
Beverages,838736903,9743,309729.97,152575.38
Household,545972287,4187,2104134.98,693911.51
Fruits,278654754,8989,62203.88,21663.49
Personal Care,582145631,8684,492122.28,217621.04
Office Supplies,272118747,4839,2540281.44,610923.75
Meat,484560430,1054,384383.26,60288.80
Office Supplies,625769507,7958,4177631.68,1004697.50
Household,622357308,8213,4127361.02,1361140.49
Beverages,471247661,1510,48002.90,23646.60
Office Supplies,689676892,9573,5025442.08,1208591.25
Meat,965193831,1158,422311.02,66237.60
Meat,605659806,7051,2571429.19,403317.20
Meat,789248645,5068,1848248.92,289889.60
Personal Care,514446675,5058,286636.86,126753.48
Beverages,650052726,3902,124044.58,61105.32
Cosmetics,785178124,510,134298.30,88673.70
Office Supplies,579246699,825,433092.00,104156.25
Vegetables,211994779,2821,256513.53,178089.73
Household,833471190,1502,754815.08,248926.46
Baby Food,514037263,3904,622375.68,374237.44
Beverages,994366824,4095,130180.05,64127.70
Snacks,935446202,8174,796474.56,450714.36
Cosmetics,868574225,9270,2441069.10,1611774.90
Cosmetics,945362222,2544,669911.52,442325.28
Cosmetics,487734019,190,50032.70,33035.30
Fruits,237925946,6430,44495.60,15496.30
Meat,108486831,2519,918654.11,144086.80
Beverages,532278001,1744,55441.76,27311.04
Office Supplies,212473285,4421,2320848.16,558151.25
Snacks,172559010,2901,282673.44,159961.14
Baby Food,606334006,6561,1045954.62,628937.46
Office Supplies,427909600,6815,3577602.40,860393.75
Beverages,421709620,2103,66854.37,32932.98
Snacks,992470395,2900,282576.00,159906.00
Snacks,815240752,6710,653822.40,369989.40
Baby Food,885382020,3070,489419.40,294290.20
Snacks,468568027,8547,832819.68,471281.58
Meat,250785100,1739,634195.91,99470.80
Cosmetics,988332068,8277,2179582.41,1439121.99
Clothes,357820260,5821,208624.64,427494.24
Office Supplies,606173503,9065,4758762.40,1144456.25
Beverages,900628125,4731,150398.49,74087.46
Fruits,478732955,6575,45499.00,15845.75
Beverages,898349320,382,12143.78,5982.12
Snacks,187651050,8970,874036.80,494605.80
Office Supplies,495124471,7188,3773412.48,907485.00
Vegetables,439568412,6916,628871.88,436607.08
Snacks,960094201,2064,201116.16,113808.96
Office Supplies,366125667,3576,1877256.96,451470.00
Cosmetics,187399137,4424,1164971.92,769200.88
Personal Care,223963439,4613,261418.71,115601.78
Personal Care,796179902,6181,350277.27,154895.86
Fruits,494722354,8193,56695.56,19745.13
Meat,230577123,1749,637842.81,100042.80
Vegetables,985043036,4979,452740.47,314324.27
Office Supplies,659731423,8044,4222778.24,1015555.00
Personal Care,826566112,8135,461010.45,203863.10
Office Supplies,877783429,4478,2350770.88,565347.50
Household,275932204,3326,1671448.04,551217.98
Meat,803873765,2966,1081670.54,169655.20
Household,714781939,8715,4379636.10,1444336.95
Vegetables,582143056,7922,720347.46,500115.86
Snacks,149755942,4966,483887.04,273825.24
Fruits,581731927,6259,43312.28,15084.19
Clothes,412494838,5244,187944.96,385119.36
Vegetables,496781003,7393,672245.49,466720.09
Cereal,859639251,5212,610377.32,461731.08
Household,246430909,3237,1626721.98,536468.01
Baby Food,172829806,3035,483839.70,290935.10
Clothes,874822270,8205,294067.20,602575.20
Household,858707129,9377,4712317.58,1554050.21
Cereal,951095712,9211,1078700.21,816002.49
Household,248911845,7401,3719298.54,1226567.73
Clothes,169391858,5670,203212.80,416404.80
Clothes,400084578,2772,99348.48,203575.68
Household,248851335,9495,4771617.30,1573606.35
Baby Food,893865954,3654,582520.68,350272.44
Personal Care,433614766,5100,289017.00,127806.00
Meat,636896598,711,259294.59,40669.20
Clothes,192822778,9400,336896.00,690336.00
Cereal,560817134,7107,832300.77,629609.13
Vegetables,120615994,1808,164401.44,114139.04
Fruits,922268187,8506,58861.52,20499.46
Office Supplies,136135041,4239,2225305.44,535173.75
Vegetables,402890384,3073,279427.89,193998.49
Office Supplies,383520543,1106,580605.76,139632.50
Fruits,609324347,1470,10172.40,3542.70
Beverages,331913125,9324,296409.96,146013.84
Clothes,673210704,6862,245934.08,503945.28
Beverages,575453412,8307,264079.53,130087.62
Meat,851190078,4914,1792086.66,281080.80
Office Supplies,133282029,9969,5233326.24,1258586.25
Clothes,724903094,3789,135797.76,278264.16
Cereal,949539601,8724,1021667.64,772859.16
Office Supplies,100990378,4152,2179633.92,524190.00
Vegetables,693366754,1485,135031.05,93748.05
Office Supplies,811092555,9166,4811783.36,1157207.50
Cosmetics,858904111,7668,2019214.44,1333235.16
Cosmetics,411850249,4496,1183931.68,781719.52
Household,465292298,9186,4616332.44,1522395.78
Baby Food,284904086,8305,1323983.10,796117.30
Office Supplies,556671941,453,237806.88,57191.25
Baby Food,236894690,1258,200550.36,120591.88
Clothes,602183663,8383,300446.72,615647.52
Snacks,299462687,6519,635211.36,359457.66
Beverages,295968091,2390,75978.10,37427.40
Baby Food,729248702,9751,1554504.42,934730.86
Clothes,457165849,4389,157301.76,322328.16
Beverages,207893359,9120,289924.80,142819.20
Baby Food,329917562,8793,1401780.06,842896.98
Personal Care,342037284,5288,299670.96,132517.28
Beverages,283363854,2516,79983.64,39400.56
Household,263321101,1420,713606.80,235336.60
Snacks,911645352,4973,484569.12,274211.22
Clothes,228385436,3181,114007.04,233612.64
Meat,333902680,8078,2945965.82,462061.60
Cosmetics,718870913,8733,2299660.89,1518406.71
Household,494276463,6244,3137859.76,1034818.12
Beverages,641418159,8742,277908.18,136899.72
Household,861907327,6386,3209220.44,1058351.78
Clothes,927667796,6371,228336.64,467886.24
Clothes,230935895,7918,283781.12,581497.92
Fruits,934260451,7284,50405.28,17554.44
Household,320502793,2754,1383995.16,456420.42
Personal Care,242836749,9645,546582.15,241703.70
Cosmetics,374748647,5307,1397492.31,922728.09
Snacks,460037314,4119,401355.36,227121.66
Household,762814080,2493,1252832.22,413164.89
Snacks,717502772,3870,377092.80,213391.80
Vegetables,278839719,3724,338623.32,235096.12
Cereal,371873748,4561,534138.71,404058.99
Beverages,641966187,916,29119.64,14344.56
Snacks,804790866,4356,424448.64,240189.84
Fruits,196334111,8481,58688.52,20439.21
Cereal,922894752,3921,459188.31,347361.39
Household,211084115,3335,1675970.90,552709.55
Household,757826030,6418,3225301.72,1063655.14
Vegetables,380356824,4891,444738.63,308768.83
Cereal,566225326,7511,879613.21,665399.49
Cosmetics,623292863,5064,1333503.12,880477.68
Household,829733264,5366,2696629.64,889307.18
Household,184032857,8267,4154498.18,1370089.91
Vegetables,454990470,646,58740.78,40781.98
Meat,331717431,1414,515671.66,80880.80
Baby Food,373637568,6514,1038461.88,624432.04
Personal Care,760487210,3920,222146.40,98235.20
Cereal,842315185,8636,1011361.96,765063.24
Beverages,489482820,7699,244751.21,120566.34
Beverages,542663943,5175,164513.25,81040.50
Fruits,562844884,7164,49574.88,17265.24
Office Supplies,181324470,6795,3567103.20,857868.75
Clothes,449714028,9229,330767.36,677777.76
Personal Care,689937388,6660,377422.20,166899.60
Snacks,744230878,3310,322526.40,182513.40
Clothes,525143325,435,15590.40,31946.40
Cosmetics,465536057,1319,347332.27,229334.53
Fruits,168582904,6282,43471.44,15139.62
Personal Care,657770192,7672,434772.24,192260.32
Cereal,326896750,4868,570091.48,431256.12
Vegetables,790073907,9281,843921.33,585909.53
Cereal,131725490,9354,1095446.94,828670.86
Household,556587827,5561,2794624.94,921624.53
Clothes,739709746,5407,193786.88,397090.08
Meat,776452577,8427,3073242.63,482024.40
Office Supplies,832490146,1189,624177.44,150111.25
Meat,693808782,2291,835504.79,131045.20
Baby Food,216707313,7364,1173968.88,705913.04
Beverages,677797067,4069,129353.51,63720.54
Vegetables,724001872,7098,645421.14,448096.74
Cereal,422558057,3174,371707.14,281184.66
Baby Food,811014449,6053,964969.26,580240.58
Clothes,747232377,1520,54476.80,111628.80
Cosmetics,959385669,2394,630412.02,416244.78
Clothes,895960652,3522,126228.48,258655.68
Baby Food,975756156,6785,1081664.70,650410.10
Vegetables,337883508,6093,554036.49,384651.09
Cosmetics,891766536,2390,629358.70,415549.30
Household,567141568,8648,4345965.92,1433233.04
Cosmetics,964057433,4873,1283207.09,847268.51
Household,602875459,3100,1557874.00,513763.00
Vegetables,774269473,2398,218050.14,151385.74
Cereal,589225804,3864,452513.04,342311.76
Clothes,129043281,5629,201743.36,413393.76
Cosmetics,895333230,7854,2068193.82,1365574.98
Cosmetics,860019481,7731,2035804.23,1344188.97
Cosmetics,315338361,4483,1180508.39,779459.21
Baby Food,523838698,4367,696187.14,418620.62
Baby Food,568381822,5667,903433.14,543238.62
Household,502141559,3701,1859900.54,613366.73
Fruits,898604238,5818,40260.56,14021.38
Cereal,601568686,6397,749152.67,566710.23
Vegetables,775146234,1851,168311.43,116853.63
Cereal,853760707,5620,658158.20,497875.80
Office Supplies,792148435,3180,1669372.80,401475.00
Fruits,615358245,7034,48675.28,16951.94
Office Supplies,868751466,1719,902406.24,217023.75
Clothes,368001925,8802,315463.68,646418.88
Baby Food,249095952,1883,300187.86,180504.38
Clothes,818332374,1589,56949.76,116696.16
Meat,202322518,584,212978.96,33404.80
Snacks,197990214,8559,833988.96,471943.26
Cereal,422571790,7238,847642.18,641214.42
Household,563616073,5376,2701655.04,890964.48
Clothes,828984391,3758,134686.72,275987.52
Meat,596850574,203,74032.07,11611.60
Baby Food,665700948,4559,726795.78,437025.74
Office Supplies,104334342,3705,1944976.80,467756.25
Office Supplies,301862084,6554,3440587.84,827442.50
Cereal,917708003,9046,1059377.06,801385.14
Baby Food,331608426,9157,1459808.94,877790.02
Cereal,593612182,1891,221455.01,167523.69
Clothes,674080598,4283,153502.72,314543.52
Household,513687503,402,202021.08,66623.46
Cosmetics,573419225,6346,1671092.18,1103379.02
Snacks,484574592,5245,511072.80,289209.30
Snacks,398764932,2260,220214.40,124616.40
Meat,537914073,9583,3494824.27,548147.60
Snacks,744258344,1438,140118.72,79291.32
Cereal,930346572,9080,1063358.80,804397.20
Cereal,629040086,5795,678652.45,513379.05
Snacks,343512713,1900,185136.00,104766.00
Cosmetics,197250783,9745,2566150.85,1694363.15
Beverages,384053122,8708,276827.32,136367.28
Personal Care,718031060,202,11447.34,5062.12
Beverages,183608424,2668,84815.72,41780.88
Office Supplies,985521543,6580,3454236.80,830725.00
Personal Care,898819243,9443,535134.81,236641.58
Personal Care,918862855,793,44939.31,19872.58
Baby Food,311326205,7197,1147345.74,689904.42
Clothes,662195622,7255,260019.20,532807.20
Fruits,927769935,6596,45644.32,15896.36
Vegetables,584660470,2880,261878.40,181814.40
Cereal,979791057,802,93922.22,71049.18
Office Supplies,380398023,7083,3718291.68,894228.75
Cosmetics,724030196,5479,1442785.07,952633.73
Baby Food,868548905,1777,283289.34,170343.22
Household,642127978,8793,4418834.22,1457263.89
Household,393253743,1376,691495.04,228044.48
Personal Care,540725028,1407,79734.69,35259.42
Snacks,223653161,2795,272344.80,154116.30
Clothes,451461970,6484,232386.56,476184.96
Household,953887784,5448,2737837.92,902897.04
Clothes,630979430,9690,347289.60,711633.60
Baby Food,703098237,1248,198956.16,119633.28
Clothes,660918033,9188,329297.92,674766.72
Household,515425145,4609,2316206.86,763849.57
Clothes,347918403,5642,202209.28,414348.48
Snacks,760009133,2446,238338.24,134872.44
Household,623621165,2216,1113628.64,367257.68
Snacks,230990827,4174,406714.56,230154.36
Baby Food,844666945,4574,729187.08,438463.64
Meat,647510850,1704,621431.76,97468.80
Beverages,592696368,881,28006.99,13796.46
Office Supplies,353709828,9453,4962446.88,1193441.25
Meat,574350059,1801,656806.69,103017.20
Cosmetics,618728387,4334,1141272.22,753552.58
Personal Care,821268641,496,28108.32,12429.76
Clothes,236707150,5761,206474.24,423087.84
Personal Care,690092742,2633,149212.11,65982.98
Cereal,926786744,5648,661437.28,500356.32
Beverages,662462985,6374,202629.46,99816.84
Snacks,133107793,8409,819372.96,463672.26
Meat,545019996,2383,869056.27,136307.60
Office Supplies,924810922,958,502911.68,120947.50
Cosmetics,369404399,3825,1007237.25,665052.75
Cereal,296036756,2709,317250.99,239990.31
Office Supplies,392256820,6365,3341370.40,803581.25
Meat,865925920,5577,2033876.13,319004.40
Personal Care,195217883,8165,462710.55,204614.90
Personal Care,978619039,3975,225263.25,99613.50
Personal Care,484928214,9890,560466.30,247843.40
Meat,103256738,4818,1757076.42,275589.60
Vegetables,393028438,4704,427734.72,296963.52
Personal Care,633979642,7519,426101.73,188426.14
Fruits,176159179,8270,57228.40,19930.70
Household,689928376,3993,2006642.22,661759.89
Personal Care,315961062,8755,496145.85,219400.30
Vegetables,415243566,8654,786908.22,546327.02
Meat,619074714,6820,2487185.80,390104.00
Cosmetics,179065835,8415,2215921.95,1463116.05
Household,217140758,5630,2829300.20,933059.90
Cereal,575535809,2691,315143.01,238395.69
Household,266799819,850,427159.00,140870.50
Cosmetics,623794114,3395,894005.35,590288.65
Clothes,349692523,643,23045.12,47221.92
Baby Food,467981374,4943,788013.06,473835.98
Beverages,272459495,5674,180376.46,88854.84
Baby Food,477238214,4248,677216.16,407213.28
Baby Food,966741359,9106,1451678.52,872901.16
Vegetables,345705258,723,65742.39,45642.99
Meat,889178740,6604,2408412.76,377748.80
Snacks,892523133,6284,612312.96,346499.76
Household,521412265,6331,3181580.74,1049236.63
Fruits,461832463,5344,36980.48,12879.04
Household,570082557,8952,4498738.08,1483614.96
Beverages,322773873,4817,153132.43,75434.22
Cereal,166830241,7631,893666.41,676030.29
Baby Food,169487988,4117,656332.14,394655.62
Meat,468295943,8031,2928825.39,459373.20
Office Supplies,821115434,5159,2708268.64,651323.75
Vegetables,156120288,8317,756264.81,525052.21
Clothes,621796834,2356,84439.04,173024.64
Office Supplies,836943900,9154,4805483.84,1155692.50
Meat,840672814,2622,956217.18,149978.40
Household,742407405,3704,1861408.16,613863.92
Snacks,271884000,5372,523447.68,296212.08
Meat,129151427,7632,2783314.08,436550.40
Personal Care,634571015,2520,142808.40,63151.20
Fruits,378816592,9103,62992.76,21938.23
Office Supplies,272874486,8479,4451135.84,1070473.75
Baby Food,398043525,8779,1399548.18,841554.94
Clothes,455935037,164,5877.76,12044.16
Office Supplies,218472850,9826,5158256.96,1240532.50
Household,877893292,6989,3512252.06,1158286.97
Cereal,996745193,7907,925988.77,700481.13
Cosmetics,557889878,867,228307.11,150745.29
Vegetables,514501178,1187,107933.91,74935.31
Snacks,540065419,6214,605492.16,342639.96
Cereal,378381431,329,38529.19,29146.11
Cosmetics,293560540,9942,2618026.86,1728615.54
Fruits,620026576,8497,58799.24,20477.77
Cosmetics,412515866,1467,386305.11,255067.29
Cosmetics,596077239,1356,357075.48,235767.72
Beverages,816072022,2701,85864.79,42297.66
Fruits,788174045,7070,48924.40,17038.70
Beverages,748369634,8060,256227.40,126219.60
Meat,102957618,6302,2298276.38,360474.40
Personal Care,578549325,4457,252578.19,111692.42
Clothes,372068583,2217,79457.28,162816.48
Cosmetics,900751721,1306,343908.98,227074.22
Office Supplies,952147567,479,251455.84,60473.75
Meat,734117448,521,190003.49,29801.20
Snacks,524835193,9251,901417.44,510100.14
Fruits,222787129,6517,45097.64,15705.97
Baby Food,696772086,9199,1466504.58,881816.14
Snacks,635901391,6208,604907.52,342309.12
Clothes,599598872,3486,124938.24,256011.84
Office Supplies,767600858,9006,4727789.76,1137007.50
Personal Care,489956176,7775,440609.25,194841.50
Clothes,537026154,6828,244715.52,501448.32
Clothes,849484622,232,8314.88,17038.08
Clothes,988317906,4086,146442.24,300075.84
Fruits,584824836,1520,10518.40,3663.20
Personal Care,690616738,7695,436075.65,192836.70
Baby Food,627617442,4803,765694.26,460415.58
Meat,238063275,7068,2577628.92,404289.60
Office Supplies,334503066,5745,3015895.20,725306.25
Office Supplies,449798142,4121,2163360.16,520276.25
Clothes,187122333,2511,89994.24,184407.84
Baby Food,569961965,3266,520665.72,313078.76
Cereal,892115867,5765,675139.15,510721.35
Personal Care,967695367,1418,80358.06,35535.08
Fruits,681124293,8669,59989.48,20892.29
Office Supplies,437138974,7992,4195480.32,1008990.00
Household,710788238,6890,3462500.60,1141879.70
Fruits,697433412,4900,33908.00,11809.00
Household,562748324,8590,4316818.60,1423620.70
Beverages,992719304,6557,208447.03,102682.62
Fruits,943645179,4433,30676.36,10683.53
